Tipo de Delito: Nivel 1;Tipo de Delito: Nivel 2;Tipo de Delito: Nivel 3;Tipo de Delito: Nivel 4;Nacionalidad;Periodo;Total
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;País de Europa menos UE27_2020;2020;143
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;País de Europa menos UE27_2020;2019;""
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;País de Europa menos UE27_2020;2018;""
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;País de Europa menos UE27_2020;2017;""
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;País de Europa menos UE27_2020;2016;""
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;País de Europa menos UE27_2020;2015;""
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;País de Europa menos UE27_2020;2014;""
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;País de Europa menos UE27_2020;2013;""
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Africa;2024;1.932
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Africa;2023;1.634
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Africa;2022;1.359
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Africa;2021;1.144
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Africa;2020;915
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Africa;2019;957
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Africa;2018;897
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Africa;2017;803
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Africa;2016;756
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Africa;2015;735
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Africa;2014;684
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Africa;2013;643
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De América;2024;2.560
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De América;2023;2.028
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De América;2022;1.817
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De América;2021;1.543
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De América;2020;1.058
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De América;2019;1.187
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De América;2018;1.109
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De América;2017;1.019
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De América;2016;964
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De América;2015;978
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De América;2014;1.047
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De América;2013;995
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Asia;2024;167
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Asia;2023;149
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Asia;2022;116
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Asia;2021;111
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Asia;2020;90
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Asia;2019;99
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Asia;2018;76
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Asia;2017;87
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Asia;2016;76
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Asia;2015;67
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Asia;2014;62
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Asia;2013;68
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Oceanía;2024;0
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Oceanía;2023;1
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Oceanía;2022;0
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Oceanía;2021;0
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Oceanía;2020;0
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Oceanía;2019;0
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Oceanía;2018;0
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Oceanía;2017;0
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Oceanía;2016;0
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Oceanía;2015;0
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Oceanía;2014;0
A Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;De Oceanía;2013;9
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Total;2024;726
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Total;2023;681
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Total;2022;836
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Total;2021;857
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Total;2020;718
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Total;2019;998
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Total;2018;1.002
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Total;2017;1.158
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Total;2016;1.097
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Total;2015;1.050
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Total;2014;1.166
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Total;2013;938
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Española;2024;589
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Española;2023;591
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Española;2022;711
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Española;2021;734
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Española;2020;591
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Española;2019;841
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Española;2018;864
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Española;2017;1.003
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Española;2016;932
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Española;2015;889
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Española;2014;975
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;Española;2013;827
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de la UE28 sin España;2024;""
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de la UE28 sin España;2023;""
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de la UE28 sin España;2022;""
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de la UE28 sin España;2021;""
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de la UE28 sin España;2020;""
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de la UE28 sin España;2019;51
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de la UE28 sin España;2018;35
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de la UE28 sin España;2017;61
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de la UE28 sin España;2016;62
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de la UE28 sin España;2015;49
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de la UE28 sin España;2014;60
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de la UE28 sin España;2013;31
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de la UE27_2020 sin España;2024;26
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de la UE27_2020 sin España;2023;27
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de la UE27_2020 sin España;2022;34
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de la UE27_2020 sin España;2021;24
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de la UE27_2020 sin España;2020;31
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de la UE27_2020 sin España;2019;""
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de la UE27_2020 sin España;2018;""
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de la UE27_2020 sin España;2017;""
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de la UE27_2020 sin España;2016;""
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de la UE27_2020 sin España;2015;""
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de la UE27_2020 sin España;2014;""
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de la UE27_2020 sin España;2013;""
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de Europa menos UE28;2024;""
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de Europa menos UE28;2023;""
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de Europa menos UE28;2022;""
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de Europa menos UE28;2021;""
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de Europa menos UE28;2020;""
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de Europa menos UE28;2019;8
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de Europa menos UE28;2018;9
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de Europa menos UE28;2017;8
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de Europa menos UE28;2016;6
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de Europa menos UE28;2015;6
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de Europa menos UE28;2014;10
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de Europa menos UE28;2013;4
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de Europa menos UE27_2020;2024;11
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de Europa menos UE27_2020;2023;5
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de Europa menos UE27_2020;2022;5
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de Europa menos UE27_2020;2021;5
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de Europa menos UE27_2020;2020;10
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de Europa menos UE27_2020;2019;""
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de Europa menos UE27_2020;2018;""
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de Europa menos UE27_2020;2017;""
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de Europa menos UE27_2020;2016;""
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de Europa menos UE27_2020;2015;""
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de Europa menos UE27_2020;2014;""
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;País de Europa menos UE27_2020;2013;""
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Africa;2024;46
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Africa;2023;34
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Africa;2022;39
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Africa;2021;53
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Africa;2020;43
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Africa;2019;54
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Africa;2018;42
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Africa;2017;31
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Africa;2016;50
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Africa;2015;44
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Africa;2014;52
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Africa;2013;33
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De América;2024;41
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De América;2023;20
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De América;2022;43
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De América;2021;31
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De América;2020;39
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De América;2019;36
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De América;2018;45
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De América;2017;46
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De América;2016;39
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De América;2015;53
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De América;2014;56
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De América;2013;35
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Asia;2024;13
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Asia;2023;4
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Asia;2022;4
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Asia;2021;10
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Asia;2020;3
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Asia;2019;8
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Asia;2018;7
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Asia;2017;9
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Asia;2016;7
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Asia;2015;9
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Asia;2014;13
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Asia;2013;8
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Oceanía;2024;0
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Oceanía;2023;0
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Oceanía;2022;0
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Oceanía;2021;0
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Oceanía;2020;1
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Oceanía;2019;0
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Oceanía;2018;0
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Oceanía;2017;0
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Oceanía;2016;1
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Oceanía;2015;0
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Oceanía;2014;0
A Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;De Oceanía;2013;0
A Delitos;22 Contra el orden público;;;Total;2024;20.411
A Delitos;22 Contra el orden público;;;Total;2023;17.850
A Delitos;22 Contra el orden público;;;Total;2022;18.264
A Delitos;22 Contra el orden público;;;Total;2021;16.727
A Delitos;22 Contra el orden público;;;Total;2020;12.640
A Delitos;22 Contra el orden público;;;Total;2019;15.170
A Delitos;22 Contra el orden público;;;Total;2018;14.944
A Delitos;22 Contra el orden público;;;Total;2017;14.753
A Delitos;22 Contra el orden público;;;Total;2016;14.394
A Delitos;22 Contra el orden público;;;Total;2015;13.745
A Delitos;22 Contra el orden público;;;Total;2014;13.317
A Delitos;22 Contra el orden público;;;Total;2013;12.744
A Delitos;22 Contra el orden público;;;Española;2024;13.210
A Delitos;22 Contra el orden público;;;Española;2023;11.736
A Delitos;22 Contra el orden público;;;Española;2022;12.344
A Delitos;22 Contra el orden público;;;Española;2021;11.515
A Delitos;22 Contra el orden público;;;Española;2020;8.830
A Delitos;22 Contra el orden público;;;Española;2019;10.554
A Delitos;22 Contra el orden público;;;Española;2018;10.605
A Delitos;22 Contra el orden público;;;Española;2017;10.502
A Delitos;22 Contra el orden público;;;Española;2016;10.317
A Delitos;22 Contra el orden público;;;Española;2015;9.878
A Delitos;22 Contra el orden público;;;Española;2014;9.545
A Delitos;22 Contra el orden público;;;Española;2013;9.131
A Delitos;22 Contra el orden público;;;País de la UE28 sin España;2024;""
A Delitos;22 Contra el orden público;;;País de la UE28 sin España;2023;""
A Delitos;22 Contra el orden público;;;País de la UE28 sin España;2022;""
A Delitos;22 Contra el orden público;;;País de la UE28 sin España;2021;""
A Delitos;22 Contra el orden público;;;País de la UE28 sin España;2020;""
A Delitos;22 Contra el orden público;;;País de la UE28 sin España;2019;1.424
A Delitos;22 Contra el orden público;;;País de la UE28 sin España;2018;1.393
A Delitos;22 Contra el orden público;;;País de la UE28 sin España;2017;1.357
A Delitos;22 Contra el orden público;;;País de la UE28 sin España;2016;1.239
A Delitos;22 Contra el orden público;;;País de la UE28 sin España;2015;1.182
A Delitos;22 Contra el orden público;;;País de la UE28 sin España;2014;1.082
A Delitos;22 Contra el orden público;;;País de la UE28 sin España;2013;1.051
A Delitos;22 Contra el orden público;;;País de la UE27_2020 sin España;2024;1.295
A Delitos;22 Contra el orden público;;;País de la UE27_2020 sin España;2023;1.088
A Delitos;22 Contra el orden público;;;País de la UE27_2020 sin España;2022;1.201
A Delitos;22 Contra el orden público;;;País de la UE27_2020 sin España;2021;1.111
A Delitos;22 Contra el orden público;;;País de la UE27_2020 sin España;2020;885
A Delitos;22 Contra el orden público;;;País de la UE27_2020 sin España;2019;""
A Delitos;22 Contra el orden público;;;País de la UE27_2020 sin España;2018;""
A Delitos;22 Contra el orden público;;;País de la UE27_2020 sin España;2017;""
A Delitos;22 Contra el orden público;;;País de la UE27_2020 sin España;2016;""
A Delitos;22 Contra el orden público;;;País de la UE27_2020 sin España;2015;""
A Delitos;22 Contra el orden público;;;País de la UE27_2020 sin España;2014;""
A Delitos;22 Contra el orden público;;;País de la UE27_2020 sin España;2013;""
A Delitos;22 Contra el orden público;;;País de Europa menos UE28;2024;""
A Delitos;22 Contra el orden público;;;País de Europa menos UE28;2023;""
A Delitos;22 Contra el orden público;;;País de Europa menos UE28;2022;""
A Delitos;22 Contra el orden público;;;País de Europa menos UE28;2021;""
A Delitos;22 Contra el orden público;;;País de Europa menos UE28;2020;""
A Delitos;22 Contra el orden público;;;País de Europa menos UE28;2019;269
A Delitos;22 Contra el orden público;;;País de Europa menos UE28;2018;235
A Delitos;22 Contra el orden público;;;País de Europa menos UE28;2017;223
A Delitos;22 Contra el orden público;;;País de Europa menos UE28;2016;196
A Delitos;22 Contra el orden público;;;País de Europa menos UE28;2015;189
A Delitos;22 Contra el orden público;;;País de Europa menos UE28;2014;168
A Delitos;22 Contra el orden público;;;País de Europa menos UE28;2013;129
A Delitos;22 Contra el orden público;;;País de Europa menos UE27_2020;2024;647
A Delitos;22 Contra el orden público;;;País de Europa menos UE27_2020;2023;645
A Delitos;22 Contra el orden público;;;País de Europa menos UE27_2020;2022;556
A Delitos;22 Contra el orden público;;;País de Europa menos UE27_2020;2021;452
A Delitos;22 Contra el orden público;;;País de Europa menos UE27_2020;2020;358
A Delitos;22 Contra el orden público;;;País de Europa menos UE27_2020;2019;""
A Delitos;22 Contra el orden público;;;País de Europa menos UE27_2020;2018;""
A Delitos;22 Contra el orden público;;;País de Europa menos UE27_2020;2017;""
A Delitos;22 Contra el orden público;;;País de Europa menos UE27_2020;2016;""
A Delitos;22 Contra el orden público;;;País de Europa menos UE27_2020;2015;""
A Delitos;22 Contra el orden público;;;País de Europa menos UE27_2020;2014;""
A Delitos;22 Contra el orden público;;;País de Europa menos UE27_2020;2013;""
A Delitos;22 Contra el orden público;;;De Africa;2024;3.076
A Delitos;22 Contra el orden público;;;De Africa;2023;2.424
A Delitos;22 Contra el orden público;;;De Africa;2022;2.300
A Delitos;22 Contra el orden público;;;De Africa;2021;2.042
A Delitos;22 Contra el orden público;;;De Africa;2020;1.392
A Delitos;22 Contra el orden público;;;De Africa;2019;1.573
A Delitos;22 Contra el orden público;;;De Africa;2018;1.478
A Delitos;22 Contra el orden público;;;De Africa;2017;1.411
A Delitos;22 Contra el orden público;;;De Africa;2016;1.366
A Delitos;22 Contra el orden público;;;De Africa;2015;1.266
A Delitos;22 Contra el orden público;;;De Africa;2014;1.249
A Delitos;22 Contra el orden público;;;De Africa;2013;1.218
A Delitos;22 Contra el orden público;;;De América;2024;2.036
A Delitos;22 Contra el orden público;;;De América;2023;1.808
A Delitos;22 Contra el orden público;;;De América;2022;1.714
A Delitos;22 Contra el orden público;;;De América;2021;1.515
A Delitos;22 Contra el orden público;;;De América;2020;1.100
A Delitos;22 Contra el orden público;;;De América;2019;1.221
A Delitos;22 Contra el orden público;;;De América;2018;1.156
A Delitos;22 Contra el orden público;;;De América;2017;1.139
A Delitos;22 Contra el orden público;;;De América;2016;1.188
A Delitos;22 Contra el orden público;;;De América;2015;1.166
A Delitos;22 Contra el orden público;;;De América;2014;1.168
A Delitos;22 Contra el orden público;;;De América;2013;1.118
A Delitos;22 Contra el orden público;;;De Asia;2024;144
A Delitos;22 Contra el orden público;;;De Asia;2023;142
A Delitos;22 Contra el orden público;;;De Asia;2022;144
A Delitos;22 Contra el orden público;;;De Asia;2021;90
A Delitos;22 Contra el orden público;;;De Asia;2020;72
A Delitos;22 Contra el orden público;;;De Asia;2019;122
A Delitos;22 Contra el orden público;;;De Asia;2018;77
A Delitos;22 Contra el orden público;;;De Asia;2017;119
A Delitos;22 Contra el orden público;;;De Asia;2016;84
A Delitos;22 Contra el orden público;;;De Asia;2015;63
A Delitos;22 Contra el orden público;;;De Asia;2014;98
A Delitos;22 Contra el orden público;;;De Asia;2013;72
A Delitos;22 Contra el orden público;;;De Oceanía;2024;3
A Delitos;22 Contra el orden público;;;De Oceanía;2023;7
A Delitos;22 Contra el orden público;;;De Oceanía;2022;5
A Delitos;22 Contra el orden público;;;De Oceanía;2021;2
A Delitos;22 Contra el orden público;;;De Oceanía;2020;3
A Delitos;22 Contra el orden público;;;De Oceanía;2019;7
A Delitos;22 Contra el orden público;;;De Oceanía;2018;0
A Delitos;22 Contra el orden público;;;De Oceanía;2017;2
A Delitos;22 Contra el orden público;;;De Oceanía;2016;4
A Delitos;22 Contra el orden público;;;De Oceanía;2015;1
A Delitos;22 Contra el orden público;;;De Oceanía;2014;7
A Delitos;22 Contra el orden público;;;De Oceanía;2013;25
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Total;2024;17.994
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Total;2023;15.604
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Total;2022;15.948
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Total;2021;14.664
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Total;2020;10.993
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Total;2019;12.966
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Total;2018;13.198
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Total;2017;12.919
A Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;Total;2016;12.768
